"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SH3BP5",112.290969611408,1.1143684497854,0.30508868764027,3.65260494712065,0.000259593446510648,0.00605686287308147
"TTC32",110.716978743422,-0.62720499518756,0.204224494713284,-3.07115459420335,0.00213232716185554,0.0280110249898296
"CASP10",110.869070505573,-0.214317578383771,0.143260863600199,-1.49599529835218,0.134654880392091,0.417627185138008
"KCNJ8",111.229921971293,0.0957882183332405,0.228226239606325,0.419707297892077,0.674699293145784,0.871632247449131
"NIP7",109.84680369182,0.550688261744008,0.17572928790598,3.13373068488527,0.00172599189717004,0.0244134738202605
"TP53",111.602118934219,0.640996737201391,0.182053580510105,3.52092354023113,0.000430046599422441,0.00883436600687522
"ZNF273",110.116378871019,-0.52562591053783,0.350444063188669,-1.49988533335447,0.133644107788694,0.416014314477609
"ARHGAP28",109.896597271706,0.081188010447995,0.294335480476402,0.275834942890972,0.782674843906653,0.917687717758589
"FAM104B",109.597381945505,0.028144458821659,0.176476907268072,0.159479556035663,0.873291064091573,0.955675822044245
"AURKA",110.544358563632,-0.223365671122318,0.252502485412816,-0.884607811907821,0.376368191906193,0.686839541945918
"SPHK2",110.407901936122,0.193047533794743,0.185120137020617,1.04282298458564,0.297030284070284,0.616610784113076
"ZNF814",110.391324334927,0.149735850782729,0.196198259063944,0.763186439559223,0.445352214791443,0.739920431539574
"NPNT",105.348351994095,0.142798181894853,0.590679447747824,0.241752413156276,0.808972014032071,0.928964742363866
"FBXO44",110.818437704256,-0.254570680554482,0.191034689002373,-1.33258876638536,0.182666793662619,0.487619392572753
"NAAA",108.042868449094,-0.366586759095191,0.19812306921939,-1.85029820373545,0.0642705814157857,0.276065246598204
"PEG10",111.405854077332,0.686511281643907,0.340348364977188,2.01708411817968,0.0436867357225699,0.219166386790471
"NFKBIZ",110.013641304126,-0.331229458479194,0.259012729631081,-1.27881536537209,0.200962081756062,0.51355181503418
"SLC45A4",110.103484057612,0.194359990554313,0.195994936171553,0.991658225211448,0.321364275828901,0.639096433126231
"HSPA1L",108.016481045338,-0.105455464106762,0.223764063506623,-0.471279715134601,0.637440999407347,0.855466962866356
"DDAH2",109.715838825361,-0.13480643062995,0.238232144030897,-0.56586163541586,0.571487843248476,0.8208561408277
"THOC3",110.816986832635,0.0809688404292273,0.258562063356025,0.313150503899476,0.75416632064993,0.907020371753535
"OGG1",109.916651810723,-0.172356975804677,0.129345254970103,-1.33253419960798,0.182684711089698,0.487619392572753
"ART5",109.729839830689,-1.04717328951906,0.212826343357609,-4.92031800668355,8.64037100101975e-07,5.52115365070187e-05
"RUNX1T1",110.422533283735,-0.202377334005025,0.216517482071488,-0.934692811263184,0.349946632691222,0.663870115068116
"ACBD4",109.867396413645,-0.283804771442366,0.165809845565751,-1.71162798248808,0.0869652481223909,0.328048085174821
"DNAJC1",109.154572276755,0.34888628615056,0.168372887734223,2.07210490266864,0.0382556592250828,0.202353977831178
"RAB3IP",109.557275417431,1.22444110954824,0.251096119057323,4.87638404824852,1.08048151710458e-06,6.63739273985598e-05
"BNC2",108.601351016828,0.222308276560181,0.200797808103292,1.10712501625428,0.268239881077762,0.585769934361124
"VPS33A",108.560493782965,-0.160092800273556,0.169360431519688,-0.945278651199852,0.344516634671214,0.65877595412893
"GJA4",108.732682195844,-0.465150948208519,0.228965394549365,-2.03153384433486,0.0422008699196017,0.21491439784281
"RBMX2",109.14455989192,0.0331797426477449,0.151737705191761,0.21866511428925,0.826910926091438,0.936664825955703
"TFB1M",109.064842013884,0.00879151847291326,0.147549692711533,0.0595834414247213,0.952487406764063,0.984190190672549
"BTN3A3",108.207618138774,-0.22171712146329,0.198408524715685,-1.11747779880429,0.263790086979328,0.580639561369073
"LRFN3",108.833400729141,0.0854293304130121,0.149528889076986,0.571323246901329,0.567780546342504,0.818836093578892
"ZSCAN31",110.345158608307,-0.216728354446075,0.303246173720711,-0.714694440450486,0.474797873830381,0.760342089769466
"ARRB2",108.572076724805,-0.0144869335769296,0.204393295183858,-0.0708777338508002,0.943495064611205,0.982092775331725
"C11orf49",109.47171730754,0.332147879619687,0.207306559717902,1.60220631740581,0.109109993554232,0.369451066650963
"TRIM35",108.247181713218,0.336520646645987,0.176090085840624,1.91107094439472,0.0559954644792884,0.254884713794245
"IFT74",107.996883196098,-0.02117173681732,0.160842865331997,-0.131629940648093,0.89527700236177,0.963681873402314
"RAB11FIP1",108.538759702952,-0.142079607844164,0.234656353186018,-0.605479484851339,0.544860451820671,0.806574847771026
"SMIM15",108.033279309561,0.0422864222681383,0.152988283876907,0.276403010717877,0.782238544545707,0.917676527242055
"SOD3",107.699809630761,0.00971897699752508,0.34605925078539,0.0280847195255368,0.977594581319297,0.992152062498399
"ARL3",109.041504109745,-0.0481757846214711,0.149539329343646,-0.322161299190807,0.747330501529212,0.904019659193822
"KCND3",106.628608950092,-0.879803333780881,0.345667660024925,-2.54522894539061,0.010920611115171,0.088675920140814
"SYTL2",109.27507972225,0.226852277002486,0.245082325912377,0.925616631709261,0.354645246973897,0.668175919775784
"ZFPM1",109.352861483641,0.356081211347306,0.23416366025925,1.52065103079221,0.128347433484632,0.407479230108005
"TTF2",108.570901616772,0.860054293658931,0.23217145513065,3.70439291589465,0.000211897597108245,0.00519169526941898
"SLC51A",107.275927713543,0.213341582095776,0.240638948151692,0.886562976336196,0.375314234366551,0.685783620670618
